0,1,2,3,4,5,6,7,8,9,10
liver loaf,processed cheese,,,,,,,,,
bottled beer,other vegetables,butter,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
soft cheese,frozen vegetables,,,,,,,,,
pip fruit,newspapers,root vegetables,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
oil,chocolate,,,,,,,,,
coffee,soda,,,,,,,,,
soda,butter,,,,,,,,,
chicken,bottled water,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
soft cheese,pickled vegetables,,,,,,,,,
bottled water,sparkling wine,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
salty snack,canned beer,,,,,,,,,
beverages,cat food,soda,,,,,,,,
sausage,specialty bar,,,,,,,,,
pet care,napkins,,,,,,,,,
soda,ice cream,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
soda,misc. beverages,,,,,,,,,
soda,dessert,dishes,sugar,,,,,,,
citrus fruit,flour,,,,,,,,,
chicken,sliced cheese,,,,,,,,,
soda,coffee,,,,,,,,,
soda,canned beer,other vegetables,whole milk,,,,,,,
berries,hard cheese,dishes,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
rolls/buns,whole milk,other vegetables,,,,,,,,
tropical fruit,newspapers,bottled water,,,,,,,,
sausage,chocolate,specialty chocolate,cocoa drinks,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
other vegetables,newspapers,chewing gum,dessert,,,,,,,
whole milk,oil,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
ice cream,salty snack,,,,,,,,,
cat food,white bread,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
whole milk,soda,soda,,,,,,,,
sausage,specialty bar,,,,,,,,,
misc. beverages,oil,,,,,,,,,
bottled water,butter milk,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
pastry,specialty bar,flour,,,,,,,,
canned beer,other vegetables,dessert,pastry,,,,,,,
whole milk,margarine,,,,,,,,,
coffee,soda,,,,,,,,,
pip fruit,canned vegetables,cling film/bags,,,,,,,,
pip fruit,onions,frozen fish,meat,semi-finished bread,root vegetables,bottled water,whipped/sour cream,,,
yogurt,coffee,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
oil,fruit/vegetable juice,,,,,,,,,
other vegetables,root vegetables,bottled water,,,,,,,,
pip fruit,cat food,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
chicken,margarine,,,,,,,,,
pip fruit,soda,,,,,,,,,
pet care,snack products,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
bottled beer,beverages,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
flower (seeds),shopping bags,,,,,,,,,
pip fruit,shopping bags,yogurt,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
salt,frozen vegetables,,,,,,,,,
bottled water,soda,domestic eggs,jam,whole milk,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
other vegetables,berries,,,,,,,,,
root vegetables,grapes,soda,,,,,,,,
photo/film,canned beer,,,,,,,,,
soda,whole milk,,,,,,,,,
hard cheese,yogurt,,,,,,,,,
frozen dessert,beef,citrus fruit,root vegetables,,,,,,,
frankfurter,ice cream,specialty cheese,coffee,,,,,,,
meat,root vegetables,margarine,,,,,,,,
oil,herbs,,,,,,,,,
bottled water,root vegetables,bottled beer,pastry,,,,,,,
canned beer,rolls/buns,,,,,,,,,
grapes,chicken,bottled beer,root vegetables,,,,,,,
meat,citrus fruit,,,,,,,,,
packaged fruit/vegetables,flour,,,,,,,,,
ham,yogurt,,,,,,,,,
beef,misc. beverages,,,,,,,,,
whole milk,white wine,,,,,,,,,
pork,cat food,,,,,,,,,
whipped/sour cream,baking powder,cat food,,,,,,,,
curd,whole milk,pastry,,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
yogurt,red/blush wine,margarine,,,,,,,,
soda,shopping bags,coffee,,,,,,,,
male cosmetics,soda,,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
beef,pastry,candy,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
tropical fruit,curd,brown bread,pastry,,,,,,,
rolls/buns,nuts/prunes,pastry,fruit/vegetable juice,,,,,,,
hamburger meat,pip fruit,dish cleaner,,,,,,,,
pastry,bottled water,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
whipped/sour cream,house keeping products,,,,,,,,,
tropical fruit,sausage,ham,root vegetables,turkey,pastry,pasta,soda,,,
yogurt,condensed milk,yogurt,,,,,,,,
ham,brown bread,,,,,,,,,
other vegetables,fruit/vegetable juice,coffee,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
herbs,yogurt,misc. beverages,,,,,,,,
grapes,canned fish,,,,,,,,,
meat,newspapers,,,,,,,,,
chocolate,whipped/sour cream,bottled beer,,,,,,,,
sausage,cream cheese ,,,,,,,,,
coffee,bottled water,liqueur,,,,,,,,
UHT-milk,herbs,newspapers,,,,,,,,
ham,hard cheese,,,,,,,,,
frankfurter,pastry,hygiene articles,,,,,,,,
soda,root vegetables,,,,,,,,,
hamburger meat,hygiene articles,soda,tropical fruit,,,,,,,
hamburger meat,whole milk,,,,,,,,,
root vegetables,white bread,meat spreads,,,,,,,,
yogurt,pastry,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
pip fruit,onions,yogurt,,,,,,,,
UHT-milk,butter milk,napkins,,,,,,,,
tropical fruit,flour,,,,,,,,,
root vegetables,misc. beverages,frozen dessert,,,,,,,,
chicken,chocolate,,,,,,,,,
margarine,whole milk,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
chicken,root vegetables,,,,,,,,,
bottled beer,napkins,whole milk,,,,,,,,
berries,white bread,,,,,,,,,
other vegetables,pot plants,,,,,,,,,
canned beer,newspapers,,,,,,,,,
pork,butter,,,,,,,,,
soda,napkins,,,,,,,,,
brown bread,brown bread,,,,,,,,,
whole milk,brown bread,,,,,,,,,
salt,soda,rolls/buns,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
curd,UHT-milk,,,,,,,,,
nuts/prunes,butter,brown bread,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
whole milk,coffee,,,,,,,,,
margarine,waffles,,,,,,,,,
specialty bar,candy,root vegetables,ice cream,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
root vegetables,soda,,,,,,,,,
fruit/vegetable juice,curd,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
meat,butter milk,,,,,,,,,
hard cheese,domestic eggs,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
tropical fruit,pip fruit,prosecco,,,,,,,,
hamburger meat,citrus fruit,specialty chocolate,other vegetables,,,,,,,
chicken,napkins,other vegetables,newspapers,,,,,,,
UHT-milk,root vegetables,rolls/buns,rolls/buns,spread cheese,misc. beverages,sugar,,,,
root vegetables,coffee,sliced cheese,newspapers,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
bottled beer,brown bread,whole milk,misc. beverages,,,,,,,
cream cheese ,margarine,dish cleaner,,,,,,,,
root vegetables,pastry,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
oil,hard cheese,,,,,,,,,
whole milk,onions,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
curd,pork,,,,,,,,,
butter milk,napkins,,,,,,,,,
sausage,sliced cheese,ice cream,long life bakery product,,,,,,,
root vegetables,citrus fruit,root vegetables,misc. beverages,sliced cheese,packaged fruit/vegetables,yogurt,whipped/sour cream,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
whipped/sour cream,salty snack,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
canned beer,spices,rolls/buns,frozen fish,,,,,,,
canned beer,other vegetables,,,,,,,,,
yogurt,citrus fruit,ice cream,soups,,,,,,,
sausage,pork,pip fruit,other vegetables,hard cheese,,,,,,
sausage,herbs,,,,,,,,,
pip fruit,butter,,,,,,,,,
margarine,coffee,sliced cheese,,,,,,,,
canned beer,rolls/buns,artif. sweetener,soda,,,,,,,
butter milk,red/blush wine,,,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
whole milk,whole milk,,,,,,,,,
UHT-milk,frozen vegetables,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
berries,curd,,,,,,,,,
soda,dessert,,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
bottled water,brown bread,,,,,,,,,
other vegetables,beverages,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
pip fruit,rolls/buns,fruit/vegetable juice,pasta,,,,,,,
rolls/buns,other vegetables,whipped/sour cream,,,,,,,,
roll products ,butter milk,,,,,,,,,
newspapers,coffee,,,,,,,,,
pork,grapes,,,,,,,,,
chocolate,seasonal products,rolls/buns,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
bottled beer,processed cheese,,,,,,,,,
dessert,sausage,whole milk,oil,,,,,,,
other vegetables,salty snack,,,,,,,,,
pip fruit,soda,domestic eggs,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
rolls/buns,cat food,beverages,,,,,,,,
bottled water,salty snack,,,,,,,,,
citrus fruit,pork,napkins,domestic eggs,,,,,,,
coffee,yogurt,oil,,,,,,,,
domestic eggs,candy,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
citrus fruit,white wine,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,soda,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
beef,bottled water,,,,,,,,,
tropical fruit,butter,,,,,,,,,
sparkling wine,root vegetables,,,,,,,,,
sausage,hamburger meat,white bread,,,,,,,,
whipped/sour cream,pickled vegetables,dish cleaner,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pip fruit,other vegetables,cling film/bags,,,,,,,,
specialty chocolate,root vegetables,popcorn,soups,,,,,,,
frozen vegetables,brown bread,,,,,,,,,
white bread,shopping bags,,,,,,,,,
ham,whipped/sour cream,soda,light bulbs,,,,,,,
tropical fruit,rice,,,,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
sauces,misc. beverages,,,,,,,,,
beverages,whole milk,,,,,,,,,
bottled water,brown bread,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pastry,syrup,,,,,,,,,
whole milk,butter milk,,,,,,,,,
ice cream,meat spreads,,,,,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
rolls/buns,butter,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
whole milk,shopping bags,,,,,,,,,
citrus fruit,bottled water,butter milk,chocolate,zwieback,shopping bags,,,,,
bottled beer,whole milk,,,,,,,,,
pastry,domestic eggs,bottled water,,,,,,,,
beef,specialty bar,,,,,,,,,
pastry,pasta,,,,,,,,,
misc. beverages,white bread,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
yogurt,canned fish,pasta,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
other vegetables,bottled beer,cleaner,,,,,,,,
other vegetables,margarine,,,,,,,,,
other vegetables,soda,frozen potato products,,,,,,,,
semi-finished bread,whole milk,mustard,,,,,,,,
whole milk,grapes,bottled beer,frozen dessert,,,,,,,
chocolate,waffles,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
pork,sugar,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sugar,curd,,,,,,,,,
other vegetables,salty snack,soda,,,,,,,,
citrus fruit,pork,pip fruit,yogurt,brown bread,male cosmetics,,,,,
sausage,rolls/buns,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
beef,whole milk,,,,,,,,,
whipped/sour cream,whipped/sour cream,fruit/vegetable juice,,,,,,,,
rolls/buns,margarine,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
meat,chicken,yogurt,pip fruit,,,,,,,
butter,bottled beer,,,,,,,,,
beef,butter,chocolate,frozen meals,napkins,margarine,,,,,
butter,candy,,,,,,,,,
root vegetables,whole milk,meat,other vegetables,dog food,bottled water,domestic eggs,,,,
tropical fruit,bottled water,whipped/sour cream,,,,,,,,
tropical fruit,grapes,,,,,,,,,
dessert,whole milk,,,,,,,,,
whole milk,sweet spreads,pip fruit,bottled water,mustard,,,,,,
cream cheese ,beverages,,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
herbs,coffee,salt,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
napkins,brown bread,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
coffee,butter,whipped/sour cream,other vegetables,,,,,,,
bottled water,tropical fruit,,,,,,,,,
brown bread,soda,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
bottled beer,butter,,,,,,,,,
root vegetables,margarine,,,,,,,,,
rolls/buns,curd,,,,,,,,,
meat,ham,male cosmetics,,,,,,,,
brandy,dessert,,,,,,,,,
chicken,whole milk,,,,,,,,,
chocolate,yogurt,,,,,,,,,
sliced cheese,butter,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
tropical fruit,dental care,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
berries,pip fruit,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
cling film/bags,whipped/sour cream,coffee,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
pork,whole milk,whole milk,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
pip fruit,bottled water,,,,,,,,,
ham,rolls/buns,,,,,,,,,
soda,ham,,,,,,,,,
beef,rolls/buns,,,,,,,,,
specialty bar,roll products ,Instant food products,,,,,,,,
tropical fruit,meat,other vegetables,domestic eggs,baking powder,,,,,,
pastry,candy,,,,,,,,,
chicken,soda,,,,,,,,,
meat,grapes,,,,,,,,,
hamburger meat,pet care,pastry,,,,,,,,
butter,coffee,pastry,bottled beer,,,,,,,
frankfurter,bottled beer,pastry,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
beef,mayonnaise,,,,,,,,,
tropical fruit,soda,,,,,,,,,
soda,shopping bags,,,,,,,,,
nuts/prunes,coffee,,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
pastry,dish cleaner,,,,,,,,,
cat food,fruit/vegetable juice,,,,,,,,,
rolls/buns,grapes,yogurt,rolls/buns,whole milk,rolls/buns,,,,,
citrus fruit,shopping bags,,,,,,,,,
yogurt,specialty cheese,,,,,,,,,
beef,pork,margarine,fruit/vegetable juice,margarine,,,,,,
beef,ice cream,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
butter,whole milk,root vegetables,butter,,,,,,,
beverages,soda,curd,liquor,whole milk,margarine,flour,,,,
beef,ham,,,,,,,,,
rolls/buns,soda,,,,,,,,,
rolls/buns,soda,,,,,,,,,
root vegetables,pastry,,,,,,,,,
cake bar,flower soil/fertilizer,,,,,,,,,
long life bakery product,soda,soda,,,,,,,,
frozen vegetables,yogurt,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
rolls/buns,soda,,,,,,,,,
photo/film,pork,liquor,,,,,,,,
beef,herbs,,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
flower (seeds),flower (seeds),,,,,,,,,
other vegetables,baking powder,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frozen vegetables,butter,,,,,,,,,
whole milk,canned beer,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
coffee,canned fish,,,,,,,,,
bottled beer,grapes,candy,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
beef,waffles,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
frankfurter,pork,rolls/buns,grapes,,,,,,,
chewing gum,photo/film,yogurt,long life bakery product,soda,whole milk,,,,,
cream cheese ,pip fruit,citrus fruit,chicken,other vegetables,curd,specialty chocolate,pastry,,,
root vegetables,whole milk,,,,,,,,,
sausage,meat spreads,,,,,,,,,
UHT-milk,specialty cheese,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
soda,pasta,,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
canned beer,sliced cheese,long life bakery product,pasta,,,,,,,
pork,yogurt,,,,,,,,,
whole milk,female sanitary products,,,,,,,,,
pip fruit,dishes,soft cheese,,,,,,,,
pip fruit,white bread,margarine,baking powder,,,,,,,
pickled vegetables,canned beer,,,,,,,,,
other vegetables,sausage,tropical fruit,frozen meals,hygiene articles,rolls/buns,,,,,
meat,sugar,margarine,cat food,,,,,,,
newspapers,newspapers,,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
whole milk,chocolate,,,,,,,,,
white bread,shopping bags,,,,,,,,,
pork,yogurt,butter milk,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
whole milk,pip fruit,,,,,,,,,
whole milk,pasta,,,,,,,,,
other vegetables,coffee,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
whole milk,instant coffee,whole milk,,,,,,,,
citrus fruit,yogurt,salt,,,,,,,,
other vegetables,cake bar,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
bottled water,tropical fruit,whipped/sour cream,,,,,,,,
canned beer,specialty vegetables,long life bakery product,,,,,,,,
turkey,other vegetables,,,,,,,,,
chicken,napkins,soda,,,,,,,,
cat food,coffee,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
bottled water,chocolate,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
soda,yogurt,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
meat,rolls/buns,,,,,,,,,
pet care,pastry,,,,,,,,,
chocolate,coffee,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
frankfurter,margarine,,,,,,,,,
waffles,chicken,hard cheese,dishes,,,,,,,
sausage,canned beer,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
frankfurter,herbs,,,,,,,,,
soda,whole milk,,,,,,,,,
waffles,bottled water,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
pork,sugar,,,,,,,,,
root vegetables,mustard,,,,,,,,,
dessert,napkins,,,,,,,,,
meat,rolls/buns,,,,,,,,,
rolls/buns,soda,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
frozen vegetables,yogurt,shopping bags,,,,,,,,
chicken,soda,,,,,,,,,
rolls/buns,white wine,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
tropical fruit,butter,,,,,,,,,
whole milk,margarine,,,,,,,,,
sausage,soda,butter,,,,,,,,
other vegetables,misc. beverages,root vegetables,curd,dessert,,,,,,
root vegetables,rolls/buns,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
pot plants,bottled water,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
whole milk,white wine,UHT-milk,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,Instant food products,,,,,,,,,
pip fruit,grapes,,,,,,,,,
canned beer,dental care,,,,,,,,,
meat,sausage,cake bar,root vegetables,,,,,,,
other vegetables,bottled water,,,,,,,,,
sausage,spread cheese,,,,,,,,,
beef,rolls/buns,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
other vegetables,yogurt,whole milk,butter,shopping bags,,,,,,
other vegetables,citrus fruit,pork,shopping bags,,,,,,,
berries,yogurt,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,soda,,,,,,,,,
soda,pork,,,,,,,,,
dessert,soda,,,,,,,,,
semi-finished bread,salty snack,waffles,frozen dessert,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
packaged fruit/vegetables,house keeping products,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
butter,mayonnaise,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
brown bread,whole milk,,,,,,,,,
berries,margarine,,,,,,,,,
frankfurter,sausage,brown bread,canned beer,,,,,,,
root vegetables,shopping bags,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
pork,rolls/buns,,,,,,,,,
newspapers,margarine,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
berries,shopping bags,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
brown bread,rolls/buns,cat food,pastry,,,,,,,
whole milk,citrus fruit,long life bakery product,salty snack,chocolate,,,,,,
UHT-milk,canned beer,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
whole milk,whole milk,,,,,,,,,
cream cheese ,popcorn,frozen fish,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
whole milk,whole milk,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
onions,soda,,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
sausage,roll products ,,,,,,,,,
soda,root vegetables,,,,,,,,,
frozen potato products,whole milk,,,,,,,,,
soda,margarine,,,,,,,,,
root vegetables,whole milk,pastry,,,,,,,,
soda,bottled water,ice cream,,,,,,,,
pork,whole milk,,,,,,,,,
semi-finished bread,pip fruit,,,,,,,,,
whole milk,salty snack,margarine,,,,,,,,
chicken,cream,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
butter milk,zwieback,pot plants,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,
shopping bags,other vegetables,canned vegetables,,,,,,,,
pip fruit,bottled water,salt,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
berries,root vegetables,,,,,,,,,
ice cream,other vegetables,,,,,,,,,
chicken,margarine,yogurt,,,,,,,,
whole milk,softener,sliced cheese,,,,,,,,
whipped/sour cream,bottled water,,,,,,,,,
chicken,dessert,,,,,,,,,
salty snack,white bread,,,,,,,,,
pork,long life bakery product,,,,,,,,,
whole milk,flour,,,,,,,,,
whole milk,brown bread,root vegetables,roll products ,,,,,,,
berries,other vegetables,,,,,,,,,
onions,coffee,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
other vegetables,dog food,,,,,,,,,
other vegetables,red/blush wine,curd,,,,,,,,
dessert,butter,,,,,,,,,
whole milk,canned fish,,,,,,,,,
tea,light bulbs,,,,,,,,,
brown bread,rolls/buns,processed cheese,,,,,,,,
other vegetables,pot plants,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
whipped/sour cream,whole milk,cream cheese ,napkins,,,,,,,
liquor,sugar,,,,,,,,,
ham,instant coffee,,,,,,,,,
frozen chicken,white wine,,,,,,,,,
canned fish,rolls/buns,,,,,,,,,
pastry,other vegetables,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
butter,dish cleaner,light bulbs,,,,,,,,
domestic eggs,candy,,,,,,,,,
beef,canned beer,,,,,,,,,
other vegetables,newspapers,waffles,,,,,,,,
chocolate,white bread,,,,,,,,,
pasta,margarine,,,,,,,,,
sausage,yogurt,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pip fruit,UHT-milk,soda,,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
ham,root vegetables,rolls/buns,processed cheese,whole milk,pastry,soups,,,,
whole milk,newspapers,,,,,,,,,
mustard,whole milk,tropical fruit,whole milk,,,,,,,
pip fruit,frankfurter,other vegetables,napkins,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,
